block_id,route_id,trip_headsign,service_id,shape_id,trip_id,trip_id_
a_2150740,21-121,21 LACEWOOD,2012_05M-1205BRwd-Weekday-02,210083,6512343-2012_05M-1205BRwd-Weekday-02,6512343
a_2150436,185-121,185 HALIFAX,2012_05M-1205BRwd-Weekday-02,1850009,6511872-2012_05M-1205BRwd-Weekday-02,6511872
b_2152445,16-114,16 LACEWOOD VIA PARKLAND,2012_08A-1208BRwd-Weekday-01,160046,6523262-2012_08A-1208BRwd-Weekday-01,6523262
a_2150533,60-121,60 BRIDGE TERMINAL,2012_05M-1205BRwd-Weekday-02,600073,6511308-2012_05M-1205BRwd-Weekday-02,6511308
b_2062223,FerD-114,FERRY TO HALIFAX,2012_08A-12AferSA-Saturday-01,FerD0002,6219236-2012_08A-12AferSA-Saturday-01,6219236
b_2152308,53-114,53 NOTTING PARK TO HIGHFI,2012_08A-1208BRwd-Weekday-01,530060,6522704-2012_08A-1208BRwd-Weekday-01,6522704
b_2152855,59-114,59 DOWNTOWN HALIFAX TO SU,2012_08A-1208BRsa-Saturday-01,590143,6527435-2012_08A-1208BRsa-Saturday-01,6527435
a_2150608,83-121,83 SPRINGFIELD,2012_05M-1205BRwd-Weekday-02,830020,6512718-2012_05M-1205BRwd-Weekday-02,6512718
a_2151235,82-121,82 MILLWOOD,2012_05M-1205BRsu-Sunday-02,820078,6519297-2012_05M-1205BRsu-Sunday-02,6519297
b_2152514,66-114,66 COBEQUID,2012_08A-1208BRwd-Weekday-01,660067,6524543-2012_08A-1208BRwd-Weekday-01,6524543
a_2150596,72-121,72 DARTMOUTH CROSSING VIA,2012_05M-1205BRwd-Weekday-02,720026,6513627-2012_05M-1205BRwd-Weekday-02,6513627
b_2152227,320-114,320 DOWNTOWN HALIFAX VIA ,2012_08A-1208BRwd-Weekday-01,3200048,6525529-2012_08A-1208BRwd-Weekday-01,6525529
b_2152508,66-114,66 PENHORN TO GASTON RD,2012_08A-1208BRwd-Weekday-01,660069,6524553-2012_08A-1208BRwd-Weekday-01,6524553
b_2152850,60-114,60 EASTERN PASSAGE,2012_08A-1208BRsa-Saturday-01,600089,6526917-2012_08A-1208BRsa-Saturday-01,6526917
b_2152858,60-114,60 BRIDGE TERMINAL,2012_08A-1208BRsa-Saturday-01,600088,6526935-2012_08A-1208BRsa-Saturday-01,6526935
a_2150732,17-121,17 LACEWOOD,2012_05M-1205BRwd-Weekday-02,170023,6511163-2012_05M-1205BRwd-Weekday-02,6511163
a_2150716,2-121,2 WEDGEWOOD VIA MAIN,2012_05M-1205BRwd-Weekday-02,20043,6511249-2012_05M-1205BRwd-Weekday-02,6511249
b_2152333,23-114,23 DOWNTOWN,2012_08A-1208BRwd-Weekday-01,230045,6522962-2012_08A-1208BRwd-Weekday-01,6522962
b_2152384,90-114,90 WATER ST TERM'L VIA UN,2012_08A-1208BRwd-Weekday-01,900029,6525177-2012_08A-1208BRwd-Weekday-01,6525177
a_2150571,9-121,9 BARRINGTON TO MUMFORD,2012_05M-1205BRwd-Weekday-02,90079,6511779-2012_05M-1205BRwd-Weekday-02,6511779
a_2151015,58-121,58 WOODLAWN,2012_05M-1205BRsa-Saturday-02,580054,6515694-2012_05M-1205BRsa-Saturday-02,6515694
b_2152518,87-114,87 GLENDALE TO SACKVILLE ,2012_08A-1208BRwd-Weekday-01,870059,6522059-2012_08A-1208BRwd-Weekday-01,6522059
a_2151005,8-121,8 WATERFRONT TO SCOTIA SQ,2012_05M-1205BRsa-Saturday-02,80018,6517412-2012_05M-1205BRsa-Saturday-02,6517412
a_2150763,56-121,56 PORTLAND HILLS,2012_05M-1205BRwd-Weekday-02,560023,6511713-2012_05M-1205BRwd-Weekday-02,6511713
a_2151252,55-121,55 PORT WALLACE,2012_05M-1205BRsu-Sunday-02,550039,6518735-2012_05M-1205BRsu-Sunday-02,6518735
a_2151008,68-121,68 PORTLAND ST TO CHERRYB,2012_05M-1205BRsa-Saturday-02,680090,6515447-2012_05M-1205BRsa-Saturday-02,6515447
a_2151046,4-121,4 DOWNTOWN VIA NORTH,2012_05M-1205BRsa-Saturday-02,40027,6515752-2012_05M-1205BRsa-Saturday-02,6515752
a_2151040,53-121,53 NOTTING PARK TO BRIDGE,2012_05M-1205BRsa-Saturday-02,530039,6517536-2012_05M-1205BRsa-Saturday-02,6517536
a_2150432,159-121,159 PORTLAND HILLS,2012_05M-1205BRwd-Weekday-02,1590008,6511606-2012_05M-1205BRwd-Weekday-02,6511606
a_2150772,320-121,320 DOWNTOWN HALIFAX VIA ,2012_05M-1205BRwd-Weekday-02,3200044,6514318-2012_05M-1205BRwd-Weekday-02,6514318
a_2151015,53-121,53 NOTTING PARK TO BRIDGE,2012_05M-1205BRsa-Saturday-02,530039,6517498-2012_05M-1205BRsa-Saturday-02,6517498
b_2152852,60-114,60 BRIDGE TERMINAL,2012_08A-1208BRsa-Saturday-01,600088,6526958-2012_08A-1208BRsa-Saturday-01,6526958
a_2151223,59-121,59 PORTLAND ST TO COLBY,2012_05M-1205BRsu-Sunday-02,590110,6518289-2012_05M-1205BRsu-Sunday-02,6518289
a_2150572,16-121,16 LACEWOOD VIA PARKLAND,2012_05M-1205BRwd-Weekday-02,160037,6511981-2012_05M-1205BRwd-Weekday-02,6511981
b_2152277,84-114,83 SPRINGFIELD,2012_08A-1208BRwd-Weekday-01,840052,6522102-2012_08A-1208BRwd-Weekday-01,6522102
b_2152274,80-114,80 SACKVILLE,2012_08A-1208BRwd-Weekday-01,800066,6524637-2012_08A-1208BRwd-Weekday-01,6524637
b_2152846,51-114,51WINDMILL TO OCEAN BREEZ,2012_08A-1208BRsa-Saturday-01,510079,6528679-2012_08A-1208BRsa-Saturday-01,6528679
b_2152466,59-114,59 PORTLAND ST TO COLBY,2012_08A-1208BRwd-Weekday-01,590140,6523684-2012_08A-1208BRwd-Weekday-01,6523684
a_2150707,23-121,23 DOWNTOWN,2012_05M-1205BRwd-Weekday-02,230045,6511733-2012_05M-1205BRwd-Weekday-02,6511733
a_2150710,68-121,68 PORTLAND ST TO BRIDGE ,2012_05M-1205BRwd-Weekday-02,680093,6512197-2012_05M-1205BRwd-Weekday-02,6512197
a_2150611,1-121,1 SPRING GARDEN TO BRIDGE,2012_05M-1205BRwd-Weekday-02,10014,6514181-2012_05M-1205BRwd-Weekday-02,6514181
b_2152280,15-114,15 PURCELL'S COVE,2012_08A-1208BRwd-Weekday-01,150023,6523275-2012_08A-1208BRwd-Weekday-01,6523275
a_2150687,1-121,1 SPRING GARDEN TO BRIDGE,2012_05M-1205BRwd-Weekday-02,10014,6514041-2012_05M-1205BRwd-Weekday-02,6514041
a_2151273,87-121,87 GLENDALE TO BRIDGE TER,2012_05M-1205BRsu-Sunday-02,870053,6518576-2012_05M-1205BRsu-Sunday-02,6518576
b_2152785,2-114,2 DOWNTOWN VIA NORTH,2012_08A-1208BRsa-Saturday-01,20040,6528000-2012_08A-1208BRsa-Saturday-01,6528000
a_2151041,53-121,53 NOTTING PARK TO BRIDGE,2012_05M-1205BRsa-Saturday-02,530039,6517528-2012_05M-1205BRsa-Saturday-02,6517528
a_1968470,FerD-116,FERRY TO DARTMOUTH,2012_05M-12MferWD-Weekday-00,FerD0003,5807969-2012_05M-12MferWD-Weekday-00,5807969
a_2150595,80-121,80 SACKVILLE,2012_05M-1205BRwd-Weekday-02,800066,6513427-2012_05M-1205BRwd-Weekday-02,6513427
a_2150993,18-121,18 UNIVERSITIES,2012_05M-1205BRsa-Saturday-02,180069,6515979-2012_05M-1205BRsa-Saturday-02,6515979
a_2150664,14-121,14 LEIBLIN PARK,2012_05M-1205BRwd-Weekday-02,140097,6512884-2012_05M-1205BRwd-Weekday-02,6512884
a_2150504,8-121,8 WATERFRONT TO SCOTIA SQ,2012_05M-1205BRwd-Weekday-02,80018,6514228-2012_05M-1205BRwd-Weekday-02,6514228
b_2152428,7-114,7 ROBIE,2012_08A-1208BRwd-Weekday-01,70028,6522310-2012_08A-1208BRwd-Weekday-01,6522310
a_2150693,72-121,72 DARTMOUTH CROSSING VIA,2012_05M-1205BRwd-Weekday-02,720026,6513591-2012_05M-1205BRwd-Weekday-02,6513591
a_2150701,60-121,60 HERITAGE HILLS,2012_05M-1205BRwd-Weekday-02,600080,6511352-2012_05M-1205BRwd-Weekday-02,6511352
a_2151250,52-121,52 CROSSTOWN TO BAYERS LA,2012_05M-1205BRsu-Sunday-02,520289,6518947-2012_05M-1205BRsu-Sunday-02,6518947
b_2152501,65-114,65 CALDWELL TO ASTRAL,2012_08A-1208BRwd-Weekday-01,650012,6524728-2012_08A-1208BRwd-Weekday-01,6524728
a_2151062,56-121,56 DARTMOUTH CROSSING,2012_05M-1205BRsa-Saturday-02,560024,6516505-2012_05M-1205BRsa-Saturday-02,6516505
b_2062224,FerD-114,FERRY TO DARTMOUTH,2012_08A-12AferSU-Sunday-01,FerD0001,6219323-2012_08A-12AferSU-Sunday-01,6219323
a_2150619,19-121,19 GREYSTONE,2012_05M-1205BRwd-Weekday-02,190014,6512502-2012_05M-1205BRwd-Weekday-02,6512502
a_2150573,7-121,7 GOTTINGEN,2012_05M-1205BRwd-Weekday-02,70029,6511135-2012_05M-1205BRwd-Weekday-02,6511135
a_2151001,1-121,1 SPRING GARDEN TO BRIDGE,2012_05M-1205BRsa-Saturday-02,10014,6516819-2012_05M-1205BRsa-Saturday-02,6516819
b_2153036,80-114,80 SACKVILLE,2012_08A-1208BRsu-Sunday-01,800066,6529853-2012_08A-1208BRsu-Sunday-01,6529853
b_2152447,60-114,60 BRIDGE TERMINAL,2012_08A-1208BRwd-Weekday-01,600088,6522552-2012_08A-1208BRwd-Weekday-01,6522552
a_2151251,1-121,1 SPRING GARDEN TO MUMFOR,2012_05M-1205BRsu-Sunday-02,10013,6519160-2012_05M-1205BRsu-Sunday-02,6519160
b_2152857,53-114,53 NOTTING PARK TO HIGHFI,2012_08A-1208BRsa-Saturday-01,530060,6528738-2012_08A-1208BRsa-Saturday-01,6528738
a_2151233,60-121,60 EASTERN PASSAGE,2012_05M-1205BRsu-Sunday-02,600082,6518333-2012_05M-1205BRsu-Sunday-02,6518333
b_2152564,21-114,21 TIMBERLEA,2012_08A-1208BRwd-Weekday-01,210072,6523572-2012_08A-1208BRwd-Weekday-01,6523572
a_2151034,88-121,88 BEDFORD COMMONS,2012_05M-1205BRsa-Saturday-02,880005,6517296-2012_05M-1205BRsa-Saturday-02,6517296
b_2152491,9-114,9 BARRINGTON TO MUMFORD,2012_08A-1208BRwd-Weekday-01,90079,6523002-2012_08A-1208BRwd-Weekday-01,6523002
a_2151030,15-121,15 MUMFORD,2012_05M-1205BRsa-Saturday-02,150029,6515970-2012_05M-1205BRsa-Saturday-02,6515970
b_2152792,4-114,4 FARNHAM GATE VIA ROSEDA,2012_08A-1208BRsa-Saturday-01,40022,6527032-2012_08A-1208BRsa-Saturday-01,6527032
b_2152206,4-114,4 FARNHAM GATE VIA ROSEDA,2012_08A-1208BRwd-Weekday-01,40022,6522173-2012_08A-1208BRwd-Weekday-01,6522173
a_2150538,21-121,21 TIMBERLEA,2012_05M-1205BRwd-Weekday-02,210072,6512309-2012_05M-1205BRwd-Weekday-02,6512309
b_2152522,89-114,89 LACEWOOD,2012_08A-1208BRwd-Weekday-01,890016,6524951-2012_08A-1208BRwd-Weekday-01,6524951
b_2152438,42-114,42 LACEWOOD,2012_08A-1208BRwd-Weekday-01,420009,6521944-2012_08A-1208BRwd-Weekday-01,6521944
a_2150424,185-121,185 HALIFAX,2012_05M-1205BRwd-Weekday-02,1850009,6511896-2012_05M-1205BRwd-Weekday-02,6511896
a_2150565,81-121,81 DOWNTOWN,2012_05M-1205BRwd-Weekday-02,810016,6511431-2012_05M-1205BRwd-Weekday-02,6511431
b_2062223,FerD-114,FERRY TO HALIFAX,2012_08A-12AferSA-Saturday-01,FerD0002,6219239-2012_08A-12AferSA-Saturday-01,6219239
a_2150741,53-121,53 NOTTING PARK TO HIGHFI,2012_05M-1205BRwd-Weekday-02,530053,6511519-2012_05M-1205BRwd-Weekday-02,6511519
b_2152804,1-114,1 SPRING GARDEN TO BRIDGE,2012_08A-1208BRsa-Saturday-01,10032,6528026-2012_08A-1208BRsa-Saturday-01,6528026
a_2151232,10-121,10 WESTPHAL,2012_05M-1205BRsu-Sunday-02,100141,6517984-2012_05M-1205BRsu-Sunday-02,6517984
b_2152246,185-114,185 SACKVILLE,2012_08A-1208BRwd-Weekday-01,1850010,6523176-2012_08A-1208BRwd-Weekday-01,6523176
a_2151245,56-121,56 PORTLAND HILLS,2012_05M-1205BRsu-Sunday-02,560023,6518791-2012_05M-1205BRsu-Sunday-02,6518791
a_2151013,4-121,4 DOWNTOWN VIA NORTH,2012_05M-1205BRsa-Saturday-02,40027,6515778-2012_05M-1205BRsa-Saturday-02,6515778
b_2152503,89-114,89 LACEWOOD,2012_08A-1208BRwd-Weekday-01,890016,6524946-2012_08A-1208BRwd-Weekday-01,6524946
a_2151041,51-121,51WINDMILL TO OCEAN BREEZ,2012_05M-1205BRsa-Saturday-02,510039,6517472-2012_05M-1205BRsa-Saturday-02,6517472
b_2152817,83-114,83 SPRINGFIELD,2012_08A-1208BRsa-Saturday-01,830021,6528577-2012_08A-1208BRsa-Saturday-01,6528577
a_2150679,60-121,60 EASTERN PASSAGE,2012_05M-1205BRwd-Weekday-02,600082,6511286-2012_05M-1205BRwd-Weekday-02,6511286
b_2152468,52-114,52 CROSSTOWN TO BURNSIDE,2012_08A-1208BRwd-Weekday-01,520276,6524248-2012_08A-1208BRwd-Weekday-01,6524248
b_2152310,52-114,52 CROSSTOWN TO BURNSIDE,2012_08A-1208BRwd-Weekday-01,520276,6524239-2012_08A-1208BRwd-Weekday-01,6524239
b_2152336,2-114,2 DOWNTOWN VIA NORTH,2012_08A-1208BRwd-Weekday-01,20040,6522455-2012_08A-1208BRwd-Weekday-01,6522455
a_2150508,51-121,51WINDMILL TO OCEAN BREEZ,2012_05M-1205BRwd-Weekday-02,510039,6513939-2012_05M-1205BRwd-Weekday-02,6513939
b_2062224,FerD-114,FERRY TO DARTMOUTH,2012_08A-12AferSU-Sunday-01,FerD0001,6219352-2012_08A-12AferSU-Sunday-01,6219352
a_2150446,159-121,159 HALIFAX,2012_05M-1205BRwd-Weekday-02,1590010,6511553-2012_05M-1205BRwd-Weekday-02,6511553
a_2150568,18-121,18 SAINT MARY'S ONLY,2012_05M-1205BRwd-Weekday-02,180056,6512265-2012_05M-1205BRwd-Weekday-02,6512265
a_2150427,185-121,185 HALIFAX,2012_05M-1205BRwd-Weekday-02,1850009,6511870-2012_05M-1205BRwd-Weekday-02,6511870
a_2150503,66-121,66 COBEQUID,2012_05M-1205BRwd-Weekday-02,660067,6513302-2012_05M-1205BRwd-Weekday-02,6513302
b_2152491,9-114,9 BARRINGTON TO POINT PLE,2012_08A-1208BRwd-Weekday-01,90076,6523015-2012_08A-1208BRwd-Weekday-01,6523015
b_2152836,57-114,57 WOODSIDE VIA BAKER DR,2012_08A-1208BRsa-Saturday-01,570064,6528304-2012_08A-1208BRsa-Saturday-01,6528304
a_1968474,FerD-116,FERRY TO DARTMOUTH,2012_05M-12MferSU-Sunday-00,FerD0003,5808147-2012_05M-12MferSU-Sunday-00,5808147
a_2151074,10-121,10 WESTPHAL,2012_05M-1205BRsa-Saturday-02,100141,6515813-2012_05M-1205BRsa-Saturday-02,6515813
a_2150638,58-121,58 BRIDGE TERMINAL,2012_05M-1205BRwd-Weekday-02,580052,6510748-2012_05M-1205BRwd-Weekday-02,6510748
a_2151018,15-121,15 PURCELL'S COVE,2012_05M-1205BRsa-Saturday-02,150025,6515953-2012_05M-1205BRsa-Saturday-02,6515953
a_2150756,19-121,19 GREYSTONE,2012_05M-1205BRwd-Weekday-02,190014,6512488-2012_05M-1205BRwd-Weekday-02,6512488
b_2153045,7-114,7 GOTTINGEN,2012_08A-1208BRsu-Sunday-01,70029,6529453-2012_08A-1208BRsu-Sunday-01,6529453
b_2152449,60-114,60 HERITAGE HILLS,2012_08A-1208BRwd-Weekday-01,600096,6522602-2012_08A-1208BRwd-Weekday-01,6522602
b_2152270,66-114,66 COBEQUID,2012_08A-1208BRwd-Weekday-01,660067,6524525-2012_08A-1208BRwd-Weekday-01,6524525
a_2150989,52-121,52 CROSSTOWN TO BRIDGE TE,2012_05M-1205BRsa-Saturday-02,520268,6516111-2012_05M-1205BRsa-Saturday-02,6516111
a_2150762,82-121,82 MILLWOOD,2012_05M-1205BRwd-Weekday-02,820078,6512674-2012_05M-1205BRwd-Weekday-02,6512674
b_2152800,7-114,7 GOTTINGEN,2012_08A-1208BRsa-Saturday-01,70029,6527576-2012_08A-1208BRsa-Saturday-01,6527576
a_2150672,17-121,17 SAINT MARY'S,2012_05M-1205BRwd-Weekday-02,170022,6511173-2012_05M-1205BRwd-Weekday-02,6511173
a_2150573,7-121,7 ROBIE,2012_05M-1205BRwd-Weekday-02,70028,6511132-2012_05M-1205BRwd-Weekday-02,6511132
b_2152436,8-114,8 WATERFRONT TO PIER 21,2012_08A-1208BRwd-Weekday-01,80021,6525478-2012_08A-1208BRwd-Weekday-01,6525478
a_2151247,20-121,20 MUMFORD,2012_05M-1205BRsu-Sunday-02,200080,6518188-2012_05M-1205BRsu-Sunday-02,6518188
b_2152206,4-114,4 DOWNTOWN VIA NORTH,2012_08A-1208BRwd-Weekday-01,40027,6522131-2012_08A-1208BRwd-Weekday-01,6522131
a_2150573,7-121,7 ROBIE,2012_05M-1205BRwd-Weekday-02,70028,6511055-2012_05M-1205BRwd-Weekday-02,6511055
a_2150554,52-121,52 CROSSTOWN TO BAYERS LA,2012_05M-1205BRwd-Weekday-02,520288,6512999-2012_05M-1205BRwd-Weekday-02,6512999
a_2151068,57-121,57 WOODSIDE VIA BAKER DR,2012_05M-1205BRsa-Saturday-02,570064,6517085-2012_05M-1205BRsa-Saturday-02,6517085
b_2152488,53-114,53 NOTTING PARK TO HIGHFI,2012_08A-1208BRwd-Weekday-01,530066,6522732-2012_08A-1208BRwd-Weekday-01,6522732
a_2150583,68-121,68 PORTLAND ST TO CHERRYB,2012_05M-1205BRwd-Weekday-02,680090,6512170-2012_05M-1205BRwd-Weekday-02,6512170
a_2151051,7-121,7 GOTTINGEN,2012_05M-1205BRsa-Saturday-02,70029,6516341-2012_05M-1205BRsa-Saturday-02,6516341
a_2150689,58-121,58 BRIDGE TERMINAL,2012_05M-1205BRwd-Weekday-02,580052,6510756-2012_05M-1205BRwd-Weekday-02,6510756
a_2150687,62-121,62 WILDWOOD,2012_05M-1205BRwd-Weekday-02,620024,6513242-2012_05M-1205BRwd-Weekday-02,6513242
a_2151038,20-121,20 HERRING COVE,2012_05M-1205BRsa-Saturday-02,200082,6517213-2012_05M-1205BRsa-Saturday-02,6517213
a_2151245,56-121,56 DARTMOUTH CROSSING,2012_05M-1205BRsu-Sunday-02,560024,6518768-2012_05M-1205BRsu-Sunday-02,6518768
a_2151073,57-121,57 PORTLAND HILLS VIA POR,2012_05M-1205BRsa-Saturday-02,570065,6517076-2012_05M-1205BRsa-Saturday-02,6517076
a_2151238,1-121,1 SPRING GARDEN TO MUMFOR,2012_05M-1205BRsu-Sunday-02,10013,6519145-2012_05M-1205BRsu-Sunday-02,6519145
a_2150721,6-121,6 STONEHAVEN,2012_05M-1205BRwd-Weekday-02,60021,6511020-2012_05M-1205BRwd-Weekday-02,6511020
b_2153023,2-114,2 WEDGEWOOD VIA MAIN,2012_08A-1208BRsu-Sunday-01,20043,6529930-2012_08A-1208BRsu-Sunday-01,6529930
a_2150527,88-121,88 COBEQUID TERMINAL,2012_05M-1205BRwd-Weekday-02,880008,6513775-2012_05M-1205BRwd-Weekday-02,6513775
b_2152854,14-114,14 DOWNTOWN,2012_08A-1208BRsa-Saturday-01,140095,6527182-2012_08A-1208BRsa-Saturday-01,6527182
b_2152371,1-114,1 SPRING GARDEN TO MUMFOR,2012_08A-1208BRwd-Weekday-01,10031,6525353-2012_08A-1208BRwd-Weekday-01,6525353
b_2153083,20-114,20 HERRING COVE,2012_08A-1208BRsu-Sunday-01,200083,6529615-2012_08A-1208BRsu-Sunday-01,6529615
a_2150548,52-121,52 CROSSTOWN TO BAYERS LA,2012_05M-1205BRwd-Weekday-02,520287,6512937-2012_05M-1205BRwd-Weekday-02,6512937
a_2150598,2-121,2 WEDGEWOOD VIA MAIN,2012_05M-1205BRwd-Weekday-02,20043,6511251-2012_05M-1205BRwd-Weekday-02,6511251
a_2150411,84-121,83 SPRINGFIELD,2012_05M-1205BRwd-Weekday-02,840052,6510865-2012_05M-1205BRwd-Weekday-02,6510865
a_2151252,55-121,55 PORT WALLACE,2012_05M-1205BRsu-Sunday-02,550039,6518739-2012_05M-1205BRsu-Sunday-02,6518739
a_2151223,68-121,68 PORTLAND ST TO BRIDGE ,2012_05M-1205BRsu-Sunday-02,680093,6518435-2012_05M-1205BRsu-Sunday-02,6518435
b_2152520,64-114,64 AKERLEY,2012_08A-1208BRwd-Weekday-01,640025,6523864-2012_08A-1208BRwd-Weekday-01,6523864
a_2151041,51-121,51WINDMILL TO OCEAN BREEZ,2012_05M-1205BRsa-Saturday-02,510039,6517454-2012_05M-1205BRsa-Saturday-02,6517454
b_2152516,1-114,1 SPRING GARDEN TO MUMFOR,2012_08A-1208BRwd-Weekday-01,10031,6525322-2012_08A-1208BRwd-Weekday-01,6525322
a_2151078,90-121,90 WATER ST TERM'L VIA UN,2012_05M-1205BRsa-Saturday-02,900029,6517575-2012_05M-1205BRsa-Saturday-02,6517575
a_2151235,88-121,88 COBEQUID TERMINAL,2012_05M-1205BRsu-Sunday-02,880008,6519310-2012_05M-1205BRsu-Sunday-02,6519310
a_2150704,9-121,9 BARRINGTON TO MUMFORD,2012_05M-1205BRwd-Weekday-02,90079,6511806-2012_05M-1205BRwd-Weekday-02,6511806
b_2152489,14-114,14 LEIBLIN PARK,2012_08A-1208BRwd-Weekday-01,140097,6524099-2012_08A-1208BRwd-Weekday-01,6524099
b_2152827,21-114,21 TIMBERLEA,2012_08A-1208BRsa-Saturday-01,210072,6527495-2012_08A-1208BRsa-Saturday-01,6527495
a_2151224,22-121,22 ARMDALE TO MUMFORD,2012_05M-1205BRsu-Sunday-02,220008,6519026-2012_05M-1205BRsu-Sunday-02,6519026
b_2153066,15-114,15 MUMFORD,2012_08A-1208BRsu-Sunday-01,150029,6529540-2012_08A-1208BRsu-Sunday-01,6529540
a_2150485,63-121,63 BRIDGE TERMINAL,2012_05M-1205BRwd-Weekday-02,630025,6512557-2012_05M-1205BRwd-Weekday-02,6512557
b_2153033,65-114,65 CALDWELL TO ASTRAL,2012_08A-1208BRsu-Sunday-01,650012,6530449-2012_08A-1208BRsu-Sunday-01,6530449
b_2152415,10-114,10 DALHOUSIE,2012_08A-1208BRwd-Weekday-01,100244,6524071-2012_08A-1208BRwd-Weekday-01,6524071
a_2151243,68-121,68 PORTLAND ST TO CHERRYB,2012_05M-1205BRsu-Sunday-02,680090,6518429-2012_05M-1205BRsu-Sunday-02,6518429
b_2152845,90-114,90 WATER ST TERM'L VIA UN,2012_08A-1208BRsa-Saturday-01,900029,6528828-2012_08A-1208BRsa-Saturday-01,6528828
a_2150596,72-121,72 PORTLAND HILLS VIA WOO,2012_05M-1205BRwd-Weekday-02,720019,6513634-2012_05M-1205BRwd-Weekday-02,6513634
a_2150426,165-121,401 PORTLAND HILLS,2012_05M-1205BRwd-Weekday-02,1650006,6513386-2012_05M-1205BRwd-Weekday-02,6513386
b_2152364,6-114,6 DOWNTOWN,2012_08A-1208BRwd-Weekday-01,60022,6522246-2012_08A-1208BRwd-Weekday-01,6522246
a_2150996,10-121,10 WESTPHAL,2012_05M-1205BRsa-Saturday-02,100141,6515835-2012_05M-1205BRsa-Saturday-02,6515835
a_2150452,59-121,59 PORTLAND ST TO COLBY,2012_05M-1205BRwd-Weekday-02,590109,6512425-2012_05M-1205BRwd-Weekday-02,6512425
a_2150513,6-121,6 DOWNTOWN,2012_05M-1205BRwd-Weekday-02,60022,6511033-2012_05M-1205BRwd-Weekday-02,6511033
a_2151232,10-121,10 DALHOUSIE,2012_05M-1205BRsu-Sunday-02,100253,6517973-2012_05M-1205BRsu-Sunday-02,6517973
a_2088407,FerD-97,FERRY TO DARTMOUTH,2012_05M-12MferHO-Sunday-00,FerD0003,6302544-2012_05M-12MferHO-Sunday-00,6302544
b_2153051,66-114,66 HIGHFIELD,2012_08A-1208BRsu-Sunday-01,660068,6530207-2012_08A-1208BRsu-Sunday-01,6530207
b_2153071,22-114,22 ARMDALE TO EXHIBITION ,2012_08A-1208BRsu-Sunday-01,220034,6530397-2012_08A-1208BRsu-Sunday-01,6530397
a_2150609,61-121,61 DOWNTOWN HALIFAX TO SC,2012_05M-1205BRwd-Weekday-02,610062,6513078-2012_05M-1205BRwd-Weekday-02,6513078
a_2150406,21-121,21 TIMBERLEA,2012_05M-1205BRwd-Weekday-02,210075,6512326-2012_05M-1205BRwd-Weekday-02,6512326
a_2151219,51-121,51WINDMILL TO OCEAN BREEZ,2012_05M-1205BRsu-Sunday-02,510039,6518636-2012_05M-1205BRsu-Sunday-02,6518636
a_2151216,58-121,58 BRIDGE TERMINAL,2012_05M-1205BRsu-Sunday-02,580052,6518286-2012_05M-1205BRsu-Sunday-02,6518286
b_2152820,7-114,7 ROBIE,2012_08A-1208BRsa-Saturday-01,70028,6527586-2012_08A-1208BRsa-Saturday-01,6527586
b_2152441,4-114,4 FARNHAM GATE VIA ROSEDA,2012_08A-1208BRwd-Weekday-01,40022,6522152-2012_08A-1208BRwd-Weekday-01,6522152
b_2152574,7-114,7 GOTTINGEN,2012_08A-1208BRwd-Weekday-01,70029,6522366-2012_08A-1208BRwd-Weekday-01,6522366
a_2150533,60-121,60 EASTERN PASSAGE,2012_05M-1205BRwd-Weekday-02,600082,6511283-2012_05M-1205BRwd-Weekday-02,6511283
a_2150731,17-121,17 SAINT MARY'S,2012_05M-1205BRwd-Weekday-02,170022,6511195-2012_05M-1205BRwd-Weekday-02,6511195
a_2150767,320-121,320 DOWNTOWN HALIFAX VIA ,2012_05M-1205BRwd-Weekday-02,3200044,6514323-2012_05M-1205BRwd-Weekday-02,6514323
b_2152834,65-114,65 CALDWELL TO PORTLAND H,2012_08A-1208BRsa-Saturday-01,650008,6528387-2012_08A-1208BRsa-Saturday-01,6528387
a_2151007,20-121,20 DOWNTOWN,2012_05M-1205BRsa-Saturday-02,200079,6517273-2012_05M-1205BRsa-Saturday-02,6517273
a_2150479,18-121,18 UNIVERSITIES,2012_05M-1205BRwd-Weekday-02,180069,6512246-2012_05M-1205BRwd-Weekday-02,6512246
a_2151024,7-121,7 GOTTINGEN,2012_05M-1205BRsa-Saturday-02,70029,6516327-2012_05M-1205BRsa-Saturday-02,6516327
b_2152323,9-114,9 BARRINGTON TO MUMFORD,2012_08A-1208BRwd-Weekday-01,90079,6522982-2012_08A-1208BRwd-Weekday-01,6522982
b_2152360,7-114,7 ROBIE,2012_08A-1208BRwd-Weekday-01,70028,6522344-2012_08A-1208BRwd-Weekday-01,6522344
a_2151233,9-121,9 BARRINGTON TO MUMFORD,2012_05M-1205BRsu-Sunday-02,90074,6518963-2012_05M-1205BRsu-Sunday-02,6518963
a_2150685,52-121,52 CROSSTOWN TO BURNSIDE,2012_05M-1205BRwd-Weekday-02,520158,6513004-2012_05M-1205BRwd-Weekday-02,6513004
a_2151007,20-121,20 HERRING COVE,2012_05M-1205BRsa-Saturday-02,200082,6517235-2012_05M-1205BRsa-Saturday-02,6517235
a_2150627,55-121,55 PORT WALLACE,2012_05M-1205BRwd-Weekday-02,550039,6511825-2012_05M-1205BRwd-Weekday-02,6511825
